image,true_label,pred_label,fake_confidence
000_f3.jpg,0,0,0.45930016040802
000_f4.jpg,0,1,0.5522230863571167
002_f3.jpg,0,1,0.7118184566497803
003_f2.jpg,0,1,0.629269003868103
005_f1.jpg,0,1,0.9317977428436279
005_f4.jpg,0,1,0.924445390701294
009_f0.jpg,0,1,0.7204284071922302
010_f3.jpg,0,1,0.7975894808769226
011_f3.jpg,0,1,0.65236896276474
012_f4.jpg,0,1,0.6074527502059937
015_f1.jpg,0,0,0.29969289898872375
015_f4.jpg,0,0,0.37945669889450073
018_f4.jpg,0,1,0.7432173490524292
024_f0.jpg,0,1,0.6885138154029846
031_f4.jpg,0,1,0.5566645860671997
034_f2.jpg,0,1,0.5765148997306824
038_f3.jpg,0,1,0.8126025199890137
040_f0.jpg,0,0,0.4913472831249237
040_f3.jpg,0,0,0.3445872664451599
040_f4.jpg,0,0,0.4789334535598755
043_f2.jpg,0,1,0.5626314282417297
045_f1.jpg,0,1,0.5781217813491821
048_f4.jpg,0,1,0.5235909223556519
051_f2.jpg,0,0,0.31769096851348877
052_f0.jpg,0,1,0.5510346293449402
052_f2.jpg,0,1,0.8005455732345581
059_f0.jpg,0,1,0.5160771608352661
062_f3.jpg,0,1,0.8028624057769775
063_f2.jpg,0,1,0.6190144419670105
065_f0.jpg,0,1,0.6454265117645264
065_f1.jpg,0,0,0.46548014879226685
068_f2.jpg,0,0,0.3897072970867157
071_f0.jpg,0,1,0.5936568975448608
072_f1.jpg,0,1,0.6977619528770447
072_f3.jpg,0,0,0.46246638894081116
075_f0.jpg,0,0,0.2883547246456146
075_f3.jpg,0,0,0.36199691891670227
077_f0.jpg,0,1,0.5965250730514526
082_f0.jpg,0,1,0.548471212387085
082_f4.jpg,0,0,0.3957120180130005
083_f1.jpg,0,1,0.6469265818595886
088_f3.jpg,0,0,0.4514842927455902
091_f3.jpg,0,1,0.6044063568115234
093_f0.jpg,0,0,0.2893979847431183
093_f3.jpg,0,0,0.49526867270469666
094_f4.jpg,0,1,0.6911345720291138
095_f4.jpg,0,1,0.7720956206321716
096_f0.jpg,0,1,0.7034297585487366
096_f2.jpg,0,0,0.44995227456092834
099_f1.jpg,0,0,0.4286545217037201
099_f4.jpg,0,0,0.2984367907047272
104_f0.jpg,0,1,0.7177156209945679
104_f4.jpg,0,1,0.7493691444396973
108_f2.jpg,0,1,0.6572482585906982
110_f2.jpg,0,1,0.684389591217041
111_f1.jpg,0,1,0.5970613360404968
112_f1.jpg,0,1,0.7402616739273071
112_f3.jpg,0,0,0.4771246612071991
113_f1.jpg,0,0,0.21427708864212036
113_f3.jpg,0,0,0.20194962620735168
113_f4.jpg,0,0,0.3407829999923706
114_f3.jpg,0,1,0.6056208610534668
116_f0.jpg,0,0,0.171259805560112
116_f1.jpg,0,0,0.2023450881242752
116_f4.jpg,0,0,0.2891577184200287
118_f4.jpg,0,0,0.31626904010772705
119_f1.jpg,0,1,0.6901804208755493
120_f0.jpg,0,1,0.8804797530174255
123_f1.jpg,0,1,0.7229493260383606
123_f2.jpg,0,1,0.8453801870346069
129_f0.jpg,0,0,0.24547654390335083
130_f3.jpg,0,0,0.29565665125846863
131_f1.jpg,0,0,0.3024663031101227
134_f1.jpg,0,1,0.5872987508773804
138_f4.jpg,0,1,0.6603237390518188
140_f1.jpg,0,1,0.5312081575393677
142_f2.jpg,0,1,0.6893900632858276
148_f4.jpg,0,1,0.7760611772537231
151_f1.jpg,0,0,0.4365277588367462
151_f4.jpg,0,0,0.3981344699859619
152_f4.jpg,0,0,0.4877412021160126
153_f0.jpg,0,1,0.523042619228363
153_f2.jpg,0,1,0.59481281042099
154_f2.jpg,0,1,0.5805224776268005
158_f2.jpg,0,0,0.491117924451828
158_f4.jpg,0,0,0.44298359751701355
160_f2.jpg,0,0,0.479466050863266
161_f1.jpg,0,1,0.729957640171051
163_f4.jpg,0,1,0.7967665791511536
165_f2.jpg,0,0,0.3597796857357025
167_f2.jpg,0,1,0.5462753772735596
